yil;Il;toplam;"Hastalık
2016;Elazığ;27;9;0;2;0;1;0;1;14;;;;;;;;;
2016;Erzincan;8;2;0;1;0;0;0;0;5;;;;;;;;;
2016;Erzurum;32;5;1;3;1;0;0;1;21;;;;;;;;;
2016;Eskişehir;46;12;1;9;0;0;0;0;24;;;;;;;;;
2016;Gaziantep;77;24;10;6;1;0;0;0;36;;;;;;;;;
2016;Giresun;10;1;0;1;0;1;0;1;6;;;;;;;;;
2016;Gümüşhane;2;0;0;0;0;0;0;0;2;;;;;;;;;
2016;Hakkari;9;0;2;0;0;0;0;1;6;;;;;;;;;
2016;Hatay;43;8;3;7;0;2;0;1;22;;;;;;;;;
2016;Isparta;15;4;1;0;0;0;0;0;10;;;;;;;;;
2016;Mersin;82;17;0;6;0;5;0;3;51;;;;;;;;;
2016;İstanbul;462;122;11;45;2;9;3;0;270;;;;;;;;;
2016;İzmir;230;63;2;23;0;11;2;1;128;;;;;;;;;
2016;Kars;11;0;0;1;0;0;0;0;10;;;;;;;;;
2016;Kastamonu;18;3;0;0;0;0;0;1;14;;;;;;;;;
2016;Kayseri;86;11;3;10;0;1;1;1;59;;;;;;;;;
2016;Kırklareli;13;2;0;2;0;0;0;0;9;;;;;;;;;
2016;Kırşehir;7;2;0;1;0;0;0;1;3;;;;;;;;;
2016;Kocaeli;67;13;0;7;0;0;0;0;47;;;;;;;;;
2016;Konya;92;19;2;2;0;3;0;1;65;;;;;;;;;
2016;Kütahya;22;2;0;1;0;1;0;0;18;;;;;;;;;
2016;Malatya;28;6;0;0;0;0;0;2;20;;;;;;;;;
2016;Manisa;53;9;0;6;0;2;0;1;35;;;;;;;;;
2016;Kahramanmaraş;39;5;3;3;0;2;0;0;26;;;;;;;;;
2016;Mardin;22;4;1;1;0;0;0;0;16;;;;;;;;;
2016;Muğla;52;5;5;4;0;0;0;0;38;;;;;;;;;
2016;Muş;24;1;2;0;0;0;0;0;21;;;;;;;;;
2016;Nevşehir;12;4;1;3;0;0;0;0;4;;;;;;;;;
2016;Niğde;22;4;2;2;0;0;0;0;14;;;;;;;;;
2016;Ordu;21;6;1;2;0;0;0;0;12;;;;;;;;;
2016;Rize;4;1;0;0;0;0;0;0;3;;;;;;;;;
2016;Sakarya;21;4;2;2;0;0;0;0;13;;;;;;;;;
2016;Samsun;55;13;2;2;0;2;0;0;36;;;;;;;;;
2016;Siirt;10;0;0;0;0;0;0;1;9;;;;;;;;;
2016;Sinop;14;4;0;1;0;0;0;0;9;;;;;;;;;
2016;Sivas;22;4;3;0;0;0;0;0;15;;;;;;;;;
2016;Tekirdağ;39;11;1;2;0;1;0;0;24;;;;;;;;;
2016;Tokat;21;5;1;1;0;1;0;0;13;;;;;;;;;
2016;Trabzon;31;7;2;1;0;0;0;2;19;;;;;;;;;
2016;Tunceli;9;0;0;1;0;0;0;0;8;;;;;;;;;
2016;Şanlıurfa;42;8;2;2;0;0;0;1;29;;;;;;;;;
2016;Uşak;17;2;1;4;0;2;0;1;7;;;;;;;;;
2016;Van;49;3;2;0;0;0;0;2;42;;;;;;;;;
2016;Yozgat;10;2;0;1;0;0;0;1;6;;;;;;;;;
2016;Zonguldak;23;2;0;1;0;1;0;0;19;;;;;;;;;
2016;Aksaray;12;0;0;2;0;0;0;1;9;;;;;;;;;
2016;Bayburt;1;0;0;1;0;0;0;0;0;;;;;;;;;
2016;Karaman;11;4;0;1;0;2;0;0;4;;;;;;;;;
2016;Kırıkkale;7;1;0;1;0;0;0;0;5;;;;;;;;;
2016;Batman;16;3;1;2;0;0;0;0;10;;;;;;;;;
2016;Şırnak;11;1;0;0;0;0;0;0;10;;;;;;;;;
2016;Bartın0;9;1;0;2;0;0;0;0;6;;;;;;;;;
2016;Ardahan;9;3;0;0;0;0;0;0;6;;;;;;;;;
2016;Iğdır;8;0;0;4;0;0;0;0;4;;;;;;;;;
2016;Yalova;5;0;1;0;0;1;0;1;2;;;;;;;;;
2016;Karabük;8;3;0;0;0;0;0;0;5;;;;;;;;;
2016;Kilis0;10;2;1;1;0;0;0;0;6;;;;;;;;;
2016;Osmaniye;39;6;2;0;0;0;1;0;30;;;;;;;;;
2016;Düzce;13;0;0;0;0;0;0;0;13;;;;;;;;;
2015;Türkiye;3246;955;257;298;8;72;6;66;1584;;;;;;;;;
2015;Adana;97;37;3;8;0;2;0;0;47;;;;;;;;;
2015;Adıyaman;23;6;2;1;0;0;0;0;14;;;;;;;;;
2015;Afyonkarahisar;38;8;4;4;0;0;1;0;21;;;;;;;;;
2015;Ağrı;30;5;2;1;0;0;0;0;22;;;;;;;;;
2015;Amasya;12;4;1;2;0;0;0;0;5;;;;;;;;;
2015;Ankara;227;82;23;39;0;4;0;2;77;;;;;;;;;
2015;Antalya;105;19;7;9;0;6;0;0;64;;;;;;;;;
2015;Artvin;9;3;0;0;0;0;0;1;5;;;;;;;;;
2015;Aydın;66;11;7;7;0;2;0;4;35;;;;;;;;;
2015;Balıkesir;58;19;1;9;0;0;0;1;28;;;;;;;;;
2015;Bilecik;13;3;3;0;0;0;0;2;5;;;;;;;;;
2015;Bingöl;18;3;1;1;0;1;0;1;11;;;;;;;;;
2015;Bitlis;12;0;1;1;0;1;0;0;9;;;;;;;;;
2015;Bolu;13;5;0;1;0;0;0;0;7;;;;;;;;;
2015;Burdur;16;3;0;1;0;1;0;1;10;;;;;;;;;
2015;Bursa;130;55;12;14;0;7;0;0;42;;;;;;;;;
2015;Çanakkale;30;10;0;2;1;2;0;4;11;;;;;;;;;
2015;Çankırı;2;0;0;0;0;0;0;0;2;;;;;;;;;
2015;Çorum;22;8;1;2;0;0;0;0;11;;;;;;;;;
2015;Denizli;50;10;6;7;0;1;0;1;25;;;;;;;;;
2015;Diyarbakır;82;26;8;5;0;2;0;2;39;;;;;;;;;
2015;Edirne;26;8;3;1;0;1;0;0;13;;;;;;;;;
2015;Elazığ;25;1;2;2;0;1;0;0;19;;;;;;;;;
2015;Erzincan;10;2;1;2;0;1;0;0;4;;;;;;;;;
2015;Erzurum;33;5;1;2;0;0;0;0;25;;;;;;;;;
2015;Eskişehir;54;19;4;6;1;1;0;0;23;;;;;;;;;
2015;Gaziantep;80;18;12;8;0;1;1;0;40;;;;;;;;;
2015;Giresun;14;8;0;1;1;0;0;2;2;;;;;;;;;
2015;Gümüşhane;3;1;0;0;0;0;0;0;2;;;;;;;;;
2015;Hakkari;11;0;1;1;0;0;0;1;8;;;;;;;;;
2015;Hatay;42;7;1;1;0;1;0;3;29;;;;;;;;;
2015;Isparta;18;6;3;3;0;2;0;1;3;;;;;;;;;
2015;Mersin;101;27;8;9;1;3;0;1;52;;;;;;;;;
2015;İstanbul;432;175;32;44;2;11;0;1;167;;;;;;;;;
2015;İzmir;203;73;14;17;1;3;0;3;92;;;;;;;;;
2015;Kars;27;2;1;1;0;0;0;1;22;;;;;;;;;
2015;Kastamonu;16;3;0;1;0;0;0;1;11;;;;;;;;;
2015;Kayseri;58;23;0;1;0;1;1;0;32;;;;;;;;;
2015;Kırklareli;17;6;1;0;0;0;0;0;10;;;;;;;;;
2015;Kırşehir;9;0;0;1;0;0;0;1;7;;;;;;;;;
2015;Kocaeli;52;22;3;7;0;0;0;1;19;;;;;;;;;
2015;Konya;103;26;8;11;0;3;1;0;54;;;;;;;;;
2015;Kütahya;20;3;3;3;0;0;0;1;10;;;;;;;;;
2015;Malatya;31;10;3;2;0;0;0;1;15;;;;;;;;;
2015;Manisa;67;16;9;10;0;0;1;0;31;;;;;;;;;
2015;Kahramanmaraş;32;5;4;2;0;1;0;2;18;;;;;;;;;
2015;Mardin;29;5;4;1;0;2;0;0;17;;;;;;;;;
2015;Muğla;53;7;6;4;0;1;0;2;33;;;;;;;;;
2015;Muş;25;4;2;1;0;1;0;0;17;;;;;;;;;
2015;Nevşehir;11;2;5;0;0;0;0;0;4;;;;;;;;;
2015;Niğde;14;3;1;1;0;0;0;0;9;;;;;;;;;
2015;Ordu;24;6;0;0;0;0;0;0;18;;;;;;;;;
2015;Rize;4;1;1;0;0;0;0;0;2;;;;;;;;;
2015;Sakarya;22;8;0;5;0;1;0;1;7;;;;;;;;;
2015;Samsun;52;19;3;6;1;0;0;0;23;;;;;;;;;
2015;Siirt;12;3;0;0;0;0;0;0;9;;;;;;;;;
2015;Sinop;9;1;0;0;0;0;0;0;8;;;;;;;;;
2015;Sivas;23;2;3;4;0;1;1;2;10;;;;;;;;;
2015;Tekirdağ;41;14;3;7;0;1;0;0;16;;;;;;;;;
2015;Tokat;20;7;2;3;0;0;0;0;8;;;;;;;;;
2015;Trabzon;28;7;2;0;0;0;0;0;19;;;;;;;;;
2015;Tunceli;6;3;0;1;0;0;0;0;2;;;;;;;;;
2015;Şanlıurfa;65;14;5;1;0;1;0;6;38;;;;;;;;;
2015;Uşak;19;2;3;3;0;0;0;2;9;;;;;;;;;
2015;Van;52;8;1;0;0;2;0;8;33;;;;;;;;;
2015;Yozgat;14;3;1;0;0;0;0;1;9;;;;;;;;;
2015;Zonguldak;29;8;2;0;0;1;0;0;18;;;;;;;;;
2015;Aksaray;11;2;2;1;0;0;0;0;6;;;;;;;;;
2015;Bayburt;2;1;0;0;0;0;0;0;1;;;;;;;;;
2015;Karaman;17;7;0;3;0;0;0;0;7;;;;;;;;;
2015;Kırıkkale;6;3;1;0;0;0;0;0;2;;;;;;;;;
2015;Batman;30;10;1;3;0;0;0;1;15;;;;;;;;;
2015;Şırnak;21;6;2;0;0;1;0;1;11;;;;;;;;;
2015;Bartın0;12;1;1;0;0;0;0;1;9;;;;;;;;;
2015;Ardahan;8;1;1;1;0;0;0;1;4;;;;;;;;;
2015;Iğdır;4;0;1;0;0;1;0;0;2;;;;;;;;;
2015;Yalova;5;2;1;0;0;0;0;0;2;;;;;;;;;
2015;Karabük;10;5;2;1;0;0;0;1;1;;;;;;;;;
2015;Kilis0;2;0;1;0;0;0;0;0;1;;;;;;;;;
2015;Osmaniye;17;6;3;0;0;0;0;0;8;;;;;;;;;
2015;Düzce;12;1;1;2;0;0;0;0;8;;;;;;;;;
2014;Türkiye;3169;549;275;256;40;96;8;220;1725;;;;;;;;;
2014;Adana;121;23;11;13;2;2;0;3;67;;;;;;;;;
2014;Adıyaman;34;4;1;0;0;0;0;4;25;;;;;;;;;
2014;Afyonkarahisar;30;3;2;1;0;0;0;1;23;;;;;;;;;
2014;Ağrı;18;0;1;0;0;1;0;1;15;;;;;;;;;
2014;Amasya;13;3;1;3;0;0;0;0;6;;;;;;;;;
2014;Ankara;219;58;22;12;6;7;0;8;106;;;;;;;;;
2014;Antalya;112;16;11;6;2;5;0;2;70;;;;;;;;;
2014;Artvin;8;0;0;2;0;1;0;0;5;;;;;;;;;
2014;Aydın;68;15;8;4;0;2;0;13;26;;;;;;;;;
2014;Balıkesir;63;11;3;4;1;3;0;5;36;;;;;;;;;
2014;Bilecik;14;2;0;5;0;0;0;0;7;;;;;;;;;
2014;Bingöl;26;3;0;1;0;1;0;0;21;;;;;;;;;
2014;Bitlis;10;0;0;1;0;0;0;1;8;;;;;;;;;
2014;Bolu;14;0;1;0;1;0;1;0;11;;;;;;;;;
2014;Burdur;17;2;1;1;0;1;0;1;11;;;;;;;;;
2014;Bursa;116;24;10;21;1;3;0;0;57;;;;;;;;;
2014;Çanakkale;21;1;1;1;0;1;0;3;14;;;;;;;;;
2014;Çankırı;2;1;1;0;0;0;0;0;0;;;;;;;;;
2014;Çorum;19;2;0;0;0;4;0;1;12;;;;;;;;;
2014;Denizli;66;5;7;13;0;2;1;2;36;;;;;;;;;
2014;Diyarbakır;66;10;8;4;1;4;0;1;38;;;;;;;;;
2014;Edirne;33;11;2;4;0;1;0;0;15;;;;;;;;;
2014;Elazığ;27;9;3;0;0;2;0;1;12;;;;;;;;;
2014;Erzincan;6;0;0;0;0;1;0;0;5;;;;;;;;;
2014;Erzurum;27;6;0;1;0;0;0;2;18;;;;;;;;;
2014;Eskişehir;47;14;6;2;0;2;0;5;18;;;;;;;;;
2014;Gaziantep;64;13;7;10;0;2;0;9;23;;;;;;;;;
2014;Giresun;15;5;0;1;0;0;0;1;8;;;;;;;;;
2014;Gümüşhane;5;0;1;0;0;0;0;0;4;;;;;;;;;
2014;Hakkari;13;0;0;0;0;0;0;0;13;;;;;;;;;
2014;Hatay;42;5;3;0;0;1;0;6;27;;;;;;;;;
2014;Isparta;25;8;5;2;0;1;0;1;8;;;;;;;;;
2014;Mersin;115;10;4;2;2;2;0;21;74;;;;;;;;;
2014;İstanbul;446;99;34;27;5;10;1;81;189;;;;;;;;;
2014;İzmir;213;30;28;41;13;9;2;3;87;;;;;;;;;
2014;Kars;14;1;1;1;0;0;0;3;8;;;;;;;;;
2014;Kastamonu;18;0;3;2;0;0;0;0;13;;;;;;;;;
2014;Kayseri;67;11;5;3;1;0;0;1;46;;;;;;;;;
2014;Kırklareli;11;0;1;1;0;1;0;0;8;;;;;;;;;
2014;Kırşehir;17;1;2;1;0;0;0;0;13;;;;;;;;;
2014;Kocaeli;54;13;8;7;3;3;0;1;19;;;;;;;;;
2014;Konya;77;11;9;2;0;3;0;0;52;;;;;;;;;
2014;Kütahya;21;3;2;3;0;0;0;0;13;;;;;;;;;
2014;Malatya;33;7;2;2;1;2;0;4;15;;;;;;;;;
2014;Manisa;47;11;9;10;1;3;0;1;12;;;;;;;;;
2014;Kahramanmaraş;33;7;2;2;0;0;0;0;22;;;;;;;;;
2014;Mardin;19;2;1;1;0;0;0;4;11;;;;;;;;;
2014;Muğla;37;5;2;2;0;0;0;1;27;;;;;;;;;
2014;Muş;22;0;0;1;0;0;1;0;20;;;;;;;;;
2014;Nevşehir;6;1;4;0;0;0;0;0;1;;;;;;;;;
2014;Niğde;19;3;2;1;0;0;0;1;12;;;;;;;;;
2014;Ordu;31;3;2;2;0;1;0;0;23;;;;;;;;;
2014;Rize;12;4;0;4;0;1;0;1;2;;;;;;;;;
2014;Sakarya;14;6;0;1;0;0;0;0;7;;;;;;;;;
2014;Samsun;44;5;6;5;0;1;1;1;25;;;;;;;;;
2014;Siirt;18;2;0;0;0;1;0;2;13;;;;;;;;;
2014;Sinop;16;2;3;1;0;0;0;0;10;;;;;;;;;
2014;Sivas;26;6;2;2;0;1;0;0;15;;;;;;;;;
2014;Tekirdağ;21;5;5;2;0;1;0;3;5;;;;;;;;;
2014;Tokat;25;6;1;1;0;1;0;0;16;;;;;;;;;
2014;Trabzon;38;1;2;3;0;1;0;0;31;;;;;;;;;
2014;Tunceli;10;1;0;0;0;0;0;2;7;;;;;;;;;
2014;Şanlıurfa;58;6;8;4;0;0;0;5;35;;;;;;;;;
2014;Uşak;18;1;0;1;0;0;0;1;15;;;;;;;;;
2014;Van;42;4;3;2;0;2;1;4;26;;;;;;;;;
2014;Yozgat;6;1;2;0;0;0;0;0;3;;;;;;;;;
2014;Zonguldak;28;4;1;1;0;1;0;0;21;;;;;;;;;
2014;Aksaray;5;1;0;0;0;0;0;0;4;;;;;;;;;
2014;Bayburt;1;1;0;0;0;0;0;0;0;;;;;;;;;
2014;Karaman;11;5;0;0;0;0;0;0;6;;;;;;;;;
2014;Kırıkkale;15;1;0;1;0;1;0;3;9;;;;;;;;;
2014;Batman;20;2;0;0;0;0;0;3;15;;;;;;;;;
2014;Şırnak;21;1;0;1;0;1;0;0;18;;;;;;;;;
2014;Bartın0;2;0;0;0;0;0;0;0;2;;;;;;;;;
2014;Ardahan;6;0;0;1;0;0;0;0;5;;;;;;;;;
2014;Iğdır;6;1;0;0;0;0;0;0;5;;;;;;;;;
2014;Yalova;3;1;0;0;0;0;0;0;2;;;;;;;;;
2014;Karabük;4;1;1;0;0;0;0;1;1;;;;;;;;;
2014;Kilis0;4;1;0;0;0;0;0;1;2;;;;;;;;;
2014;Osmaniye;22;7;3;3;0;3;0;0;6;;;;;;;;;
2014;Düzce;12;1;1;0;0;0;0;1;9;;;;;;;;;
2013;Türkiye;3252;522;302;221;62;109;16;261;1759;;;;;;;;;
2013;Adana;103;18;11;7;3;5;0;3;56;;;;;;;;;
2013;Adıyaman;22;4;1;0;0;0;0;2;15;;;;;;;;;
2013;Afyonkarahisar;40;6;5;5;0;1;0;4;19;;;;;;;;;
2013;Ağrı;25;1;2;1;0;1;0;2;18;;;;;;;;;
2013;Amasya;12;2;1;0;0;0;0;1;8;;;;;;;;;
2013;Ankara;196;43;14;11;2;6;1;9;110;;;;;;;;;
2013;Antalya;100;22;5;4;2;3;0;6;58;;;;;;;;;
2013;Artvin;5;0;0;0;0;0;0;1;4;;;;;;;;;
2013;Aydın;62;17;4;2;2;1;0;12;24;;;;;;;;;
2013;Balıkesir;58;12;7;7;1;2;1;2;26;;;;;;;;;
2013;Bilecik;10;4;1;0;0;1;0;0;4;;;;;;;;;
2013;Bingöl;20;2;1;1;0;0;0;1;15;;;;;;;;;
2013;Bitlis;11;2;2;0;0;1;0;1;5;;;;;;;;;
2013;Bolu;13;3;1;0;1;1;1;1;5;;;;;;;;;
2013;Burdur;17;4;3;0;0;0;0;1;9;;;;;;;;;
2013;Bursa;110;27;7;7;3;3;0;3;60;;;;;;;;;
2013;Çanakkale;23;5;2;3;0;0;0;3;10;;;;;;;;;
2013;Çankırı;8;1;1;0;0;0;0;1;5;;;;;;;;;
2013;Çorum;28;2;3;3;0;4;0;2;14;;;;;;;;;
2013;Denizli;60;8;2;1;1;4;0;3;41;;;;;;;;;
2013;Diyarbakır;81;12;17;3;2;2;0;1;44;;;;;;;;;
2013;Edirne;14;2;1;0;0;0;0;2;9;;;;;;;;;
2013;Elazığ;42;13;1;1;0;0;0;4;23;;;;;;;;;
2013;Erzincan;10;2;0;1;0;0;0;1;6;;;;;;;;;
2013;Erzurum;25;2;1;0;0;0;0;2;20;;;;;;;;;
2013;Eskişehir;50;12;5;4;0;1;0;3;25;;;;;;;;;
2013;Gaziantep;77;10;4;3;0;2;3;7;48;;;;;;;;;
2013;Giresun;14;1;3;3;0;1;0;2;4;;;;;;;;;
2013;Gümüşhane;1;0;0;0;0;0;0;0;1;;;;;;;;;
2013;Hakkari;16;1;0;0;0;0;0;1;14;;;;;;;;;
2013;Hatay;46;5;3;3;1;1;0;2;31;;;;;;;;;
2013;Isparta;25;7;2;3;0;1;1;1;10;;;;;;;;;
2013;Mersin;64;8;6;1;1;0;0;14;34;;;;;;;;;
2013;İstanbul;494;71;35;21;6;17;2;73;269;;;;;;;;;
2013;İzmir;212;23;33;26;16;17;2;0;95;;;;;;;;;
2013;Kars;18;2;2;0;0;0;0;1;13;;;;;;;;;
2013;Kastamonu;16;4;2;0;0;0;0;2;8;;;;;;;;;
2013;Kayseri;57;11;5;4;0;1;0;5;31;;;;;;;;;
2013;Kırklareli;20;2;0;2;0;0;0;1;15;;;;;;;;;
2013;Kırşehir;7;0;1;1;0;0;0;1;4;;;;;;;;;
2013;Kocaeli;62;12;9;8;2;2;0;2;27;;;;;;;;;
2013;Konya;81;13;9;4;1;2;0;4;48;;;;;;;;;
2013;Kütahya;32;8;7;4;1;0;0;2;10;;;;;;;;;
2013;Malatya;31;3;3;2;0;0;1;8;14;;;;;;;;;
2013;Manisa;62;7;6;14;1;2;1;4;27;;;;;;;;;
2013;Kahramanmaraş;32;4;5;0;1;0;0;0;22;;;;;;;;;
2013;Mardin;38;4;5;2;0;3;1;2;21;;;;;;;;;
2013;Muğla;54;7;4;7;2;3;0;4;27;;;;;;;;;
2013;Muş;24;2;3;0;0;0;0;1;18;;;;;;;;;
2013;Nevşehir;12;2;4;2;0;0;0;0;4;;;;;;;;;
2013;Niğde;21;2;1;4;0;1;0;2;11;;;;;;;;;
2013;Ordu;26;4;3;4;0;0;0;4;11;;;;;;;;;
2013;Rize;6;2;1;0;0;0;0;0;3;;;;;;;;;
2013;Sakarya;30;9;3;3;0;3;0;0;12;;;;;;;;;
2013;Samsun;49;7;5;5;4;1;1;2;24;;;;;;;;;
2013;Siirt;13;0;0;1;0;0;0;0;12;;;;;;;;;
2013;Sinop;11;1;1;0;0;2;0;0;7;;;;;;;;;
2013;Sivas;28;6;1;2;0;2;1;2;14;;;;;;;;;
2013;Tekirdağ;43;6;4;11;0;1;0;4;17;;;;;;;;;
2013;Tokat;14;1;4;1;0;0;0;0;8;;;;;;;;;
2013;Trabzon;34;3;0;1;0;1;0;0;29;;;;;;;;;
2013;Tunceli;5;0;1;0;1;0;0;1;2;;;;;;;;;
2013;Şanlıurfa;61;5;6;2;1;0;0;16;31;;;;;;;;;
2013;Uşak;11;1;0;1;1;0;0;1;7;;;;;;;;;
2013;Van;47;3;5;1;0;4;0;2;32;;;;;;;;;
2013;Yozgat;13;1;1;1;0;0;0;0;10;;;;;;;;;
2013;Zonguldak;31;5;3;3;0;0;0;3;17;;;;;;;;;
2013;Aksaray;15;3;1;1;0;0;0;2;8;;;;;;;;;
2013;Bayburt;2;1;0;0;0;0;0;0;1;;;;;;;;;
2013;Karaman;22;3;1;2;2;2;0;6;6;;;;;;;;;
2013;Kırıkkale;13;2;1;0;0;0;0;4;6;;;;;;;;;
2013;Batman;17;3;2;0;2;0;0;1;9;;;;;;;;;
2013;Şırnak;19;2;4;0;0;2;0;0;11;;;;;;;;;
2013;Bartın0;13;0;1;1;0;0;0;0;11;;;;;;;;;
2013;Ardahan;9;1;1;1;0;0;0;1;5;;;;;;;;;
2013;Iğdır;7;3;0;1;0;0;0;0;3;;;;;;;;;
2013;Yalova;5;0;0;1;0;2;0;0;2;;;;;;;;;
2013;Karabük;10;3;0;0;0;0;0;1;6;;;;;;;;;
2013;Kilis0;8;0;0;2;0;0;0;0;6;;;;;;;;;
2013;Osmaniye;19;10;3;0;2;0;0;0;4;;;;;;;;;
2013;Düzce;10;2;0;1;0;0;0;1;6;;;;;;;;;
2012;Türkiye;3287;560;259;250;67;136;19;242;1754;;;;;;;;;
2012;Adana;85;23;14;8;1;4;2;6;27;;;;;;;;;
2012;Adıyaman;14;3;1;0;0;0;0;0;10;;;;;;;;;
2012;Afyonkarahisar;28;8;1;3;0;1;0;2;13;;;;;;;;;
2012;Ağrı;20;0;0;1;0;0;0;4;15;;;;;;;;;
2012;Amasya;9;1;1;2;0;0;0;1;4;;;;;;;;;
2012;Ankara;220;45;14;14;12;5;2;13;115;;;;;;;;;
2012;Antalya;102;15;6;7;1;4;0;7;62;;;;;;;;;
2012;Artvin;7;2;0;1;0;0;0;1;3;;;;;;;;;
2012;Aydın;73;13;11;3;3;1;0;11;31;;;;;;;;;
2012;Balıkesir;53;9;1;4;0;1;0;5;33;;;;;;;;;
2012;Bilecik;11;1;2;1;0;1;0;0;6;;;;;;;;;
2012;Bingöl;17;3;0;0;0;1;0;2;11;;;;;;;;;
2012;Bitlis;13;0;1;1;0;0;0;0;11;;;;;;;;;
2012;Bolu;9;1;1;0;0;0;0;1;6;;;;;;;;;
2012;Burdur;13;4;0;2;0;1;0;0;6;;;;;;;;;
2012;Bursa;135;30;10;10;3;8;0;3;71;;;;;;;;;
2012;Çanakkale;29;3;3;6;0;1;0;1;15;;;;;;;;;
2012;Çankırı;5;0;1;0;0;0;0;1;3;;;;;;;;;
2012;Çorum;34;7;5;0;0;2;0;0;20;;;;;;;;;
2012;Denizli;59;5;6;2;2;5;0;2;37;;;;;;;;;
2012;Diyarbakır;74;14;4;5;2;6;0;4;39;;;;;;;;;
2012;Edirne;28;2;4;5;0;0;0;2;15;;;;;;;;;
2012;Elazığ;34;11;0;1;0;0;0;1;21;;;;;;;;;
2012;Erzincan;12;1;1;0;0;0;0;2;8;;;;;;;;;
2012;Erzurum;21;2;0;2;0;1;0;1;15;;;;;;;;;
2012;Eskişehir;49;16;8;4;0;0;0;3;18;;;;;;;;;
2012;Gaziantep;55;4;4;4;0;2;0;4;37;;;;;;;;;
2012;Giresun;12;3;1;4;0;3;0;1;0;;;;;;;;;
2012;Gümüşhane;3;0;0;0;0;1;0;0;2;;;;;;;;;
2012;Hakkari;10;1;1;0;0;0;0;1;7;;;;;;;;;
2012;Hatay;44;5;3;4;0;2;0;3;27;;;;;;;;;
2012;Isparta;27;8;1;2;0;1;1;1;13;;;;;;;;;
2012;Mersin;90;22;5;2;2;1;0;11;47;;;;;;;;;
2012;İstanbul;542;97;28;28;11;15;2;91;270;;;;;;;;;
2012;İzmir;217;25;34;40;12;17;1;1;87;;;;;;;;;
2012;Kars;15;2;1;1;0;1;1;0;9;;;;;;;;;
2012;Kastamonu;29;9;5;1;0;1;0;2;11;;;;;;;;;
2012;Kayseri;72;8;3;11;0;3;1;3;43;;;;;;;;;
2012;Kırklareli;20;1;0;3;1;1;0;1;13;;;;;;;;;
2012;Kırşehir;7;0;0;1;0;0;1;1;4;;;;;;;;;
